Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_100030.obj (took 0.03s | total elapsed: 0.17s)
[3808/9995] [3808 success|0 fail] [SUCCESS] model_325067.obj (took 0.02s | total elapsed: 1.66s)
[3809/9995] [3809 success|0 fail] [SUCCESS] model_325083.obj (took 0.02s | total elapsed: 1.66s)
[3810/9995] [3810 success|0 fail] [SUCCESS] model_325079.obj (took 0.02s | total elapsed: 1.66s)
[3811/9995] [3811 success|0 fail] [SUCCESS] model_325087.obj (took 0.01s | total elapsed: 1.66s)
[3812/9995] [3812 success|0 fail] [SUCCESS] model_325156.obj (took 0.01s | total elapsed: 1.66s)
[3813/9995] [3813 success|0 fail] [SUCCESS] model_325155.obj (took 0.01s | total elapsed: 1.66s)
[3814/9995] [3814 success|0 fail] [SUCCESS] model_325159.obj (took 0.01s | total elapsed: 1.66s)
[3815/9995] [3815 success|0 fail] [SUCCESS] model_325086.obj (took 0.02s | total elapsed: 1.66s)
[3816/9995] [3816 success|0 fail] [SUCCESS] model_325157.obj (took 0.01s | total elapsed: 1.66s)
[3817/9995] [3817 success|0 fail] [SUCCESS] model_325161.obj (took 0.01s | total elapsed: 1.66s)
[3818/9995] [3818 success|0 fail] [SUCCESS] model_325158.obj (took 0.02s | total elapsed: 1.66s)
[3819/9995] [3819 success|0 fail] [SUCCESS] model_325171.obj (took 0.01s | total elapsed: 1.66s)
[3820/9995] [3820 success|0 fail] [SUCCESS] model_325172.obj (took 0.01s | total elapsed: 1.66s)
[3821/9995] [3821 success|0 fail] [SUCCESS] model_325170.obj (took 0.02s | total elapsed: 1.66s)
[3822/9995] [3822 success|0 fail] [SUCCESS] model_325173.obj (took 0.01s | total elapsed: 1.66s)
[3823/9995] [3823 success|0 fail] [SUCCESS] model_325174.obj (took 0.02s | total elapsed: 1.67s)
[3824/9995] [3824 success|0 fail] [SUCCESS] model_325175.obj (took 0.02s | total elapsed: 1.67s)
[3825/9995] [3825 success|0 fail] [SUCCESS] model_325187.obj (took 0.02s | total elapsed: 1.67s)
[3826/9995] [3826 success|0 fail] [SUCCESS] model_325188.obj (took 0.02s | total elapsed: 1.67s)
[3827/9995] [3827 success|0 fail] [SUCCESS] model_325189.obj (took 0.01s | total elapsed: 1.67s)
[3828/9995] [3828 success|0 fail] [SUCCESS] model_325192.obj (took 0.01s | total elapsed: 1.67s)
[3829/9995] [3829 success|0 fail] [SUCCESS] model_325191.obj (took 0.01s | total elapsed: 1.67s)
[3830/9995] [3830 success|0 fail] [SUCCESS] model_325194.obj (took 0.02s | total elapsed: 1.67s)
[3831/9995] [3831 success|0 fail] [SUCCESS] model_32770.obj (took 0.01s | total elapsed: 1.67s)
[3832/9995] [3832 success|0 fail] [SUCCESS] model_326896.obj (took 0.02s | total elapsed: 1.67s)
[3833/9995] [3833 success|0 fail] [SUCCESS] model_326895.obj (took 0.02s | total elapsed: 1.67s)
[3834/9995] [3834 success|0 fail] [SUCCESS] model_331105.obj (took 0.02s | total elapsed: 1.67s)
[3835/9995] [3835 success|0 fail] [SUCCESS] model_325193.obj (took 0.02s | total elapsed: 1.67s)
[3836/9995] [3836 success|0 fail] [SUCCESS] model_325195.obj (took 0.02s | total elapsed: 1.67s)
[3837/9995] [3837 success|0 fail] [SUCCESS] model_331326.obj (took 0.02s | total elapsed: 1.67s)
[3838/9995] [3838 success|0 fail] [SUCCESS] model_331329.obj (took 0.02s | total elapsed: 1.67s)
[3839/9995] [3839 success|0 fail] [SUCCESS] model_331332.obj (took 0.02s | total elapsed: 1.67s)
[3840/9995] [3840 success|0 fail] [SUCCESS] model_331327.obj (took 0.02s | total elapsed: 1.67s)
[3841/9995] [3841 success|0 fail] [SUCCESS] model_331328.obj (took 0.02s | total elapsed: 1.67s)
[3842/9995] [3842 success|0 fail] [SUCCESS] model_331045.obj (took 0.02s | total elapsed: 1.67s)
[3843/9995] [3843 success|0 fail] [SUCCESS] model_331334.obj (took 0.02s | total elapsed: 1.67s)
[3844/9995] [3844 success|0 fail] [SUCCESS] model_331335.obj (took 0.02s | total elapsed: 1.67s)
[3845/9995] [3845 success|0 fail] [SUCCESS] model_331347.obj (took 0.02s | total elapsed: 1.67s)
[3846/9995] [3846 success|0 fail] [SUCCESS] model_331338.obj (took 0.02s | total elapsed: 1.67s)
[3847/9995] [3847 success|0 fail] [SUCCESS] model_331336.obj (took 0.02s | total elapsed: 1.67s)
[3848/9995] [3848 success|0 fail] [SUCCESS] model_331349.obj (took 0.02s | total elapsed: 1.67s)
[3849/9995] [3849 success|0 fail] [SUCCESS] model_331348.obj (took 0.02s | total elapsed: 1.67s)
[3850/9995] [3850 success|0 fail] [SUCCESS] model_331337.obj (took 0.02s | total elapsed: 1.67s)
[3851/9995] [3851 success|0 fail] [SUCCESS] model_331745.obj (took 0.02s | total elapsed: 1.67s)
[3852/9995] [3852 success|0 fail] [SUCCESS] model_331701.obj (took 0.02s | total elapsed: 1.67s)
[3853/9995] [3853 success|0 fail] [SUCCESS] model_331748.obj (took 0.02s | total elapsed: 1.67s)
[3854/9995] [3854 success|0 fail] [SUCCESS] model_331746.obj (took 0.02s | total elapsed: 1.67s)
[3855/9995] [3855 success|0 fail] [SUCCESS] model_331744.obj (took 0.02s | total elapsed: 1.67s)
[3856/9995] [3856 success|0 fail] [SUCCESS] model_331751.obj (took 0.02s | total elapsed: 1.67s)
[3857/9995] [3857 success|0 fail] [SUCCESS] model_331750.obj (took 0.02s | total elapsed: 1.67s)
[3858/9995] [3858 success|0 fail] [SUCCESS] model_331749.obj (took 0.02s | total elapsed: 1.67s)
[3859/9995] [3859 success|0 fail] [SUCCESS] model_331752.obj (took 0.02s | total elapsed: 1.67s)
[3860/9995] [3860 success|0 fail] [SUCCESS] model_331753.obj (took 0.02s | total elapsed: 1.67s)
[3861/9995] [3861 success|0 fail] [SUCCESS] model_331755.obj (took 0.02s | total elapsed: 1.67s)
[3862/9995] [3862 success|0 fail] [SUCCESS] model_331754.obj (took 0.02s | total elapsed: 1.67s)
[3863/9995] [3863 success|0 fail] [SUCCESS] model_331756.obj (took 0.02s | total elapsed: 1.67s)
[3864/9995] [3864 success|0 fail] [SUCCESS] model_331758.obj (took 0.02s | total elapsed: 1.67s)
[3865/9995] [3865 success|0 fail] [SUCCESS] model_331757.obj (took 0.02s | total elapsed: 1.67s)
[3866/9995] [3866 success|0 fail] [SUCCESS] model_331762.obj (took 0.02s | total elapsed: 1.67s)
[3867/9995] [3867 success|0 fail] [SUCCESS] model_331765.obj (took 0.01s | total elapsed: 1.68s)
[3868/9995] [3868 success|0 fail] [SUCCESS] model_331763.obj (took 0.02s | total elapsed: 1.68s)
[3869/9995] [3869 success|0 fail] [SUCCESS] model_331764.obj (took 0.02s | total elapsed: 1.68s)
[3870/9995] [3870 success|0 fail] [SUCCESS] model_331766.obj (took 0.01s | total elapsed: 1.68s)
[3871/9995] [3871 success|0 fail] [SUCCESS] model_331769.obj (took 0.02s | total elapsed: 1.68s)
[3872/9995] [3872 success|0 fail] [SUCCESS] model_331768.obj (took 0.02s | total elapsed: 1.68s)
[3873/9995] [3873 success|0 fail] [SUCCESS] model_331770.obj (took 0.02s | total elapsed: 1.68s)
[3874/9995] [3874 success|0 fail] [SUCCESS] model_331778.obj (took 0.01s | total elapsed: 1.68s)
[3875/9995] [3875 success|0 fail] [SUCCESS] model_331772.obj (took 0.02s | total elapsed: 1.68s)
[3876/9995] [3876 success|0 fail] [SUCCESS] model_331779.obj (took 0.02s | total elapsed: 1.68s)
[3877/9995] [3877 success|0 fail] [SUCCESS] model_331780.obj (took 0.02s | total elapsed: 1.68s)
[3878/9995] [3878 success|0 fail] [SUCCESS] model_331781.obj (took 0.02s | total elapsed: 1.68s)
[3879/9995] [3879 success|0 fail] [SUCCESS] model_331785.obj (took 0.02s | total elapsed: 1.68s)
[3880/9995] [3880 success|0 fail] [SUCCESS] model_331782.obj (took 0.02s | total elapsed: 1.68s)
[3881/9995] [3881 success|0 fail] [SUCCESS] model_331775.obj (took 0.02s | total elapsed: 1.68s)
[3882/9995] [3882 success|0 fail] [SUCCESS] model_331783.obj (took 0.02s | total elapsed: 1.68s)
[3883/9995] [3883 success|0 fail] [SUCCESS] model_331786.obj (took 0.02s | total elapsed: 1.68s)
[3884/9995] [3884 success|0 fail] [SUCCESS] model_331791.obj (took 0.02s | total elapsed: 1.68s)
[3885/9995] [3885 success|0 fail] [SUCCESS] model_331784.obj (took 0.02s | total elapsed: 1.68s)
[3886/9995] [3886 success|0 fail] [SUCCESS] model_331794.obj (took 0.02s | total elapsed: 1.68s)
[3887/9995] [3887 success|0 fail] [SUCCESS] model_331796.obj (took 0.02s | total elapsed: 1.68s)
[3888/9995] [3888 success|0 fail] [SUCCESS] model_331795.obj (took 0.02s | total elapsed: 1.68s)
[3889/9995] [3889 success|0 fail] [SUCCESS] model_331802.obj (took 0.02s | total elapsed: 1.68s)
[3890/9995] [3890 success|0 fail] [SUCCESS] model_331798.obj (took 0.02s | total elapsed: 1.68s)
[3891/9995] [3891 success|0 fail] [SUCCESS] model_331799.obj (took 0.02s | total elapsed: 1.68s)
[3892/9995] [3892 success|0 fail] [SUCCESS] model_331792.obj (took 0.02s | total elapsed: 1.68s)
[3893/9995] [3893 success|0 fail] [SUCCESS] model_331800.obj (took 0.02s | total elapsed: 1.68s)
[3894/9995] [3894 success|0 fail] [SUCCESS] model_331801.obj (took 0.02s | total elapsed: 1.68s)
[3895/9995] [3895 success|0 fail] [SUCCESS] model_331804.obj (took 0.02s | total elapsed: 1.68s)
[3896/9995] [3896 success|0 fail] [SUCCESS] model_331805.obj (took 0.02s | total elapsed: 1.68s)
[3897/9995] [3897 success|0 fail] [SUCCESS] model_331806.obj (took 0.02s | total elapsed: 1.68s)
[3898/9995] [3898 success|0 fail] [SUCCESS] model_331807.obj (took 0.02s | total elapsed: 1.68s)
[3899/9995] [3899 success|0 fail] [SUCCESS] model_331809.obj (took 0.02s | total elapsed: 1.68s)
[3900/9995] [3900 success|0 fail] [SUCCESS] model_331813.obj (took 0.02s | total elapsed: 1.68s)
[3901/9995] [3901 success|0 fail] [SUCCESS] model_332164.obj (took 0.02s | total elapsed: 1.68s)
[3902/9995] [3902 success|0 fail] [SUCCESS] model_331812.obj (took 0.02s | total elapsed: 1.68s)
[3903/9995] [3903 success|0 fail] [SUCCESS] model_332810.obj (took 0.02s | total elapsed: 1.68s)
[3904/9995] [3904 success|0 fail] [SUCCESS] model_333704.obj (took 0.02s | total elapsed: 1.68s)
[3905/9995] [3905 success|0 fail] [SUCCESS] model_333705.obj (took 0.02s | total elapsed: 1.68s)
[3906/9995] [3906 success|0 fail] [SUCCESS] model_338508.obj (took 0.02s | total elapsed: 1.68s)
[3907/9995] [3907 success|0 fail] [SUCCESS] model_338509.obj (took 0.02s | total elapsed: 1.69s)
[3908/9995] [3908 success|0 fail] [SUCCESS] model_338196.obj (took 0.02s | total elapsed: 1.69s)
[3909/9995] [3909 success|0 fail] [SUCCESS] model_343533.obj (took 0.02s | total elapsed: 1.69s)
[3910/9995] [3910 success|0 fail] [SUCCESS] model_343529.obj (took 0.02s | total elapsed: 1.69s)
[3911/9995] [3911 success|0 fail] [SUCCESS] model_343531.obj (took 0.02s | total elapsed: 1.69s)
[3912/9995] [3912 success|0 fail] [SUCCESS] model_343530.obj (took 0.02s | total elapsed: 1.69s)
[3913/9995] [3913 success|0 fail] [SUCCESS] model_343535.obj (took 0.02s | total elapsed: 1.69s)
[3914/9995] [3914 success|0 fail] [SUCCESS] model_343534.obj (took 0.02s | total elapsed: 1.69s)
[3915/9995] [3915 success|0 fail] [SUCCESS] model_343537.obj (took 0.02s | total elapsed: 1.69s)
[3916/9995] [3916 success|0 fail] [SUCCESS] model_343536.obj (took 0.02s | total elapsed: 1.69s)
[3917/9995] [3917 success|0 fail] [SUCCESS] model_343538.obj (took 0.02s | total elapsed: 1.69s)
[3918/9995] [3918 success|0 fail] [SUCCESS] model_343542.obj (took 0.02s | total elapsed: 1.69s)
[3919/9995] [3919 success|0 fail] [SUCCESS] model_343541.obj (took 0.02s | total elapsed: 1.69s)
[3920/9995] [3920 success|0 fail] [SUCCESS] model_343549.obj (took 0.02s | total elapsed: 1.69s)
[3921/9995] [3921 success|0 fail] [SUCCESS] model_343544.obj (took 0.02s | total elapsed: 1.69s)
[3922/9995] [3922 success|0 fail] [SUCCESS] model_343543.obj (took 0.02s | total elapsed: 1.69s)
[3923/9995] [3923 success|0 fail] [SUCCESS] model_343546.obj (took 0.02s | total elapsed: 1.69s)
[3924/9995] [3924 success|0 fail] [SUCCESS] model_343547.obj (took 0.02s | total elapsed: 1.69s)
[3925/9995] [3925 success|0 fail] [SUCCESS] model_343550.obj (took 0.02s | total elapsed: 1.69s)
[3926/9995] [3926 success|0 fail] [SUCCESS] model_343551.obj (took 0.02s | total elapsed: 1.69s)
[3927/9995] [3927 success|0 fail] [SUCCESS] model_343552.obj (took 0.02s | total elapsed: 1.69s)
[3928/9995] [3928 success|0 fail] [SUCCESS] model_343553.obj (took 0.02s | total elapsed: 1.69s)
[3929/9995] [3929 success|0 fail] [SUCCESS] model_343555.obj (took 0.02s | total elapsed: 1.69s)
[3930/9995] [3930 success|0 fail] [SUCCESS] model_343548.obj (took 0.02s | total elapsed: 1.69s)
[3931/9995] [3931 success|0 fail] [SUCCESS] model_343554.obj (took 0.02s | total elapsed: 1.69s)
[3932/9995] [3932 success|0 fail] [SUCCESS] model_346287.obj (took 0.02s | total elapsed: 1.69s)
[3933/9995] [3933 success|0 fail] [SUCCESS] model_343556.obj (took 0.02s | total elapsed: 1.69s)
[3934/9995] [3934 success|0 fail] [SUCCESS] model_344820.obj (took 0.02s | total elapsed: 1.69s)
[3935/9995] [3935 success|0 fail] [SUCCESS] model_346290.obj (took 0.02s | total elapsed: 1.69s)
[3936/9995] [3936 success|0 fail] [SUCCESS] model_346289.obj (took 0.02s | total elapsed: 1.69s)
[3937/9995] [3937 success|0 fail] [SUCCESS] model_346288.obj (took 0.02s | total elapsed: 1.69s)
[3938/9995] [3938 success|0 fail] [SUCCESS] model_34785.obj (took 0.02s | total elapsed: 1.69s)
[3939/9995] [3939 success|0 fail] [SUCCESS] model_347938.obj (took 0.02s | total elapsed: 1.69s)
[3940/9995] [3940 success|0 fail] [SUCCESS] model_347926.obj (took 0.02s | total elapsed: 1.69s)
[3941/9995] [3941 success|0 fail] [SUCCESS] model_350276.obj (took 0.02s | total elapsed: 1.69s)
[3942/9995] [3942 success|0 fail] [SUCCESS] model_347932.obj (took 0.02s | total elapsed: 1.69s)
[3943/9995] [3943 success|0 fail] [SUCCESS] model_347936.obj (took 0.02s | total elapsed: 1.69s)
[3944/9995] [3944 success|0 fail] [SUCCESS] model_34783.obj (took 0.02s | total elapsed: 1.69s)
[3945/9995] [3945 success|0 fail] [SUCCESS] model_347582.obj (took 0.02s | total elapsed: 1.69s)
[3946/9995] [3946 success|0 fail] [SUCCESS] model_350273.obj (took 0.02s | total elapsed: 1.69s)
[3947/9995] [3947 success|0 fail] [SUCCESS] model_350275.obj (took 0.02s | total elapsed: 1.70s)
[3948/9995] [3948 success|0 fail] [SUCCESS] model_351479.obj (took 0.02s | total elapsed: 1.70s)
[3949/9995] [3949 success|0 fail] [SUCCESS] model_348502.obj (took 0.02s | total elapsed: 1.70s)
[3950/9995] [3950 success|0 fail] [SUCCESS] model_350274.obj (took 0.02s | total elapsed: 1.70s)
[3951/9995] [3951 success|0 fail] [SUCCESS] model_353684.obj (took 0.02s | total elapsed: 1.70s)
[3952/9995] [3952 success|0 fail] [SUCCESS] model_35269.obj (took 0.02s | total elapsed: 1.70s)
[3953/9995] [3953 success|0 fail] [SUCCESS] model_353686.obj (took 0.02s | total elapsed: 1.70s)
[3954/9995] [3954 success|0 fail] [SUCCESS] model_353736.obj (took 0.02s | total elapsed: 1.70s)
[3955/9995] [3955 success|0 fail] [SUCCESS] model_360007.obj (took 0.02s | total elapsed: 1.70s)
[3956/9995] [3956 success|0 fail] [SUCCESS] model_360070.obj (took 0.02s | total elapsed: 1.70s)
[3957/9995] [3957 success|0 fail] [SUCCESS] model_360068.obj (took 0.02s | total elapsed: 1.70s)
[3958/9995] [3958 success|0 fail] [SUCCESS] model_360067.obj (took 0.02s | total elapsed: 1.70s)
[3959/9995] [3959 success|0 fail] [SUCCESS] model_360072.obj (took 0.01s | total elapsed: 1.70s)
[3960/9995] [3960 success|0 fail] [SUCCESS] model_360069.obj (took 0.02s | total elapsed: 1.70s)
[3961/9995] [3961 success|0 fail] [SUCCESS] model_360073.obj (took 0.01s | total elapsed: 1.70s)
[3962/9995] [3962 success|0 fail] [SUCCESS] model_358257.obj (took 0.02s | total elapsed: 1.70s)
[3963/9995] [3963 success|0 fail] [SUCCESS] model_360074.obj (took 0.01s | total elapsed: 1.70s)
[3964/9995] [3964 success|0 fail] [SUCCESS] model_360006.obj (took 0.02s | total elapsed: 1.70s)
[3965/9995] [3965 success|0 fail] [SUCCESS] model_36075.obj (took 0.01s | total elapsed: 1.70s)
[3966/9995] [3966 success|0 fail] [SUCCESS] model_360076.obj (took 0.01s | total elapsed: 1.70s)
[3967/9995] [3967 success|0 fail] [SUCCESS] model_36082.obj (took 0.01s | total elapsed: 1.70s)
[3968/9995] [3968 success|0 fail] [SUCCESS] model_36091.obj (took 0.02s | total elapsed: 1.70s)
[3969/9995] [3969 success|0 fail] [SUCCESS] model_36092.obj (took 0.02s | total elapsed: 1.70s)
[3970/9995] [3970 success|0 fail] [SUCCESS] model_362398.obj (took 0.02s | total elapsed: 1.71s)
[3971/9995] [3971 success|0 fail] [SUCCESS] model_362965.obj (took 0.02s | total elapsed: 1.71s)
[3972/9995] [3972 success|0 fail] [SUCCESS] model_36090.obj (took 0.02s | total elapsed: 1.71s)
[3973/9995] [3973 success|0 fail] [SUCCESS] model_363533.obj (took 0.02s | total elapsed: 1.71s)
[3974/9995] [3974 success|0 fail] [SUCCESS] model_362964.obj (took 0.02s | total elapsed: 1.71s)
[3975/9995] [3975 success|0 fail] [SUCCESS] model_363535.obj (took 0.02s | total elapsed: 1.71s)
[3976/9995] [3976 success|0 fail] [SUCCESS] model_363052.obj (took 0.02s | total elapsed: 1.71s)
[3977/9995] [3977 success|0 fail] [SUCCESS] model_36088.obj (took 0.02s | total elapsed: 1.71s)
[3978/9995] [3978 success|0 fail] [SUCCESS] model_36069.obj (took 0.02s | total elapsed: 1.71s)
[3979/9995] [3979 success|0 fail] [SUCCESS] model_363534.obj (took 0.02s | total elapsed: 1.71s)
[3980/9995] [3980 success|0 fail] [SUCCESS] model_360075.obj (took 0.02s | total elapsed: 1.71s)
[3981/9995] [3981 success|0 fail] [SUCCESS] model_36372.obj (took 0.02s | total elapsed: 1.71s)
[3982/9995] [3982 success|0 fail] [SUCCESS] model_36371.obj (took 0.02s | total elapsed: 1.71s)
[3983/9995] [3983 success|0 fail] [SUCCESS] model_364254.obj (took 0.02s | total elapsed: 1.71s)
[3984/9995] [3984 success|0 fail] [SUCCESS] model_363825.obj (took 0.02s | total elapsed: 1.71s)
[3985/9995] [3985 success|0 fail] [SUCCESS] model_364253.obj (took 0.02s | total elapsed: 1.71s)
[3986/9995] [3986 success|0 fail] [SUCCESS] model_36373.obj (took 0.02s | total elapsed: 1.71s)
[3987/9995] [3987 success|0 fail] [SUCCESS] model_365170.obj (took 0.01s | total elapsed: 1.71s)
[3988/9995] [3988 success|0 fail] [SUCCESS] model_36374.obj (took 0.02s | total elapsed: 1.71s)
[3989/9995] [3989 success|0 fail] [SUCCESS] model_36086.obj (took 0.02s | total elapsed: 1.71s)
[3990/9995] [3990 success|0 fail] [SUCCESS] model_365370.obj (took 0.01s | total elapsed: 1.71s)
[3991/9995] [3991 success|0 fail] [SUCCESS] model_366361.obj (took 0.01s | total elapsed: 1.71s)
[3992/9995] [3992 success|0 fail] [SUCCESS] model_366725.obj (took 0.01s | total elapsed: 1.71s)
[3993/9995] [3993 success|0 fail] [SUCCESS] model_366724.obj (took 0.01s | total elapsed: 1.71s)
[3994/9995] [3994 success|0 fail] [SUCCESS] model_366726.obj (took 0.01s | total elapsed: 1.71s)
[3995/9995] [3995 success|0 fail] [SUCCESS] model_366727.obj (took 0.01s | total elapsed: 1.71s)
[3996/9995] [3996 success|0 fail] [SUCCESS] model_366956.obj (took 0.01s | total elapsed: 1.71s)
[3997/9995] [3997 success|0 fail] [SUCCESS] model_366957.obj (took 0.01s | total elapsed: 1.71s)
[3998/9995] [3998 success|0 fail] [SUCCESS] model_368622.obj (took 0.01s | total elapsed: 1.71s)
[3999/9995] [3999 success|0 fail] [SUCCESS] model_367344.obj (took 0.01s | total elapsed: 1.72s)
[4000/9995] [4000 success|0 fail] [SUCCESS] model_368623.obj (took 0.01s | total elapsed: 1.72s)
[4001/9995] [4001 success|0 fail] [SUCCESS] model_367343.obj (took 0.01s | total elapsed: 1.72s)
[4002/9995] [4002 success|0 fail] [SUCCESS] model_368889.obj (took 0.01s | total elapsed: 1.72s)
[4003/9995] [4003 success|0 fail] [SUCCESS] model_368891.obj (took 0.01s | total elapsed: 1.72s)
[4004/9995] [4004 success|0 fail] [SUCCESS] model_369988.obj (took 0.01s | total elapsed: 1.72s)
[4005/9995] [4005 success|0 fail] [SUCCESS] model_369989.obj (took 0.01s | total elapsed: 1.72s)
[4006/9995] [4006 success|0 fail] [SUCCESS] model_37012.obj (took 0.01s | total elapsed: 1.72s)
[4007/9995] [4007 success|0 fail] [SUCCESS] model_370217.obj (took 0.01s | total elapsed: 1.72s)
[4008/9995] [4008 success|0 fail] [SUCCESS] model_370518.obj (took 0.01s | total elapsed: 1.72s)
[4009/9995] [4009 success|0 fail] [SUCCESS] model_370212.obj (took 0.01s | total elapsed: 1.72s)
[4010/9995] [4010 success|0 fail] [SUCCESS] model_37011.obj (took 0.01s | total elapsed: 1.72s)
[4011/9995] [4011 success|0 fail] [SUCCESS] model_37065.obj (took 0.01s | total elapsed: 1.72s)
[4012/9995] [4012 success|0 fail] [SUCCESS] model_370883.obj (took 0.01s | total elapsed: 1.72s)
[4013/9995] [4013 success|0 fail] [SUCCESS] model_370884.obj (took 0.01s | total elapsed: 1.72s)
[4014/9995] [4014 success|0 fail] [SUCCESS] model_37010.obj (took 0.01s | total elapsed: 1.72s)
